,id,name,latitude,longitude,street,neighbourhood,transit,price,extra_people,accommodates,beds,bedrooms,bathrooms,room_type,square_feet,description,minimum_nights,host_id,city,country,has_wifi,has_heating,has_freezer,has_kitchen,has_TV,has_parking,has_elevator,has_living_room,smoking,pets,events,reserved,first,last
10,448963,Beautiful Apartment Central Athens,37.99491920535935,23.73102986040989,"Elpidos, Athens, Attica 10434, Greece",Exarcheia,"-bus stop (within 2') -underground (within 15') -there is always free parking space -the best way to reach the house is the X93 Airport bus service which takes around 40'. There is also underground service (the closest metro station is Metaxourgeio -red line) If you don’t want to risk getting a bad taxi driver from the taxi line, I suggest that you use Welcome Pickups to arrive at my BnB. It's a great new taxi service in Athens that gets you friendly, English-speaking taxi drivers to meet you inside the airport and provide you with local knowledge about Athens at the same price as a regular taxi. Click here to book yours: (website hidden)",95.00,0.00,5,15.0,2.0,5.0,Entire home/apt,1346.0,"This beautiful apartment in Central Athens is in the area of Victoria and only a short walk from the metro and Square.   The apartment has two double bedrooms with balconies, 1 bathroom with a Jakoozi, a spacious open plan fully fitted kitchen, dining and living room adjacent to a large bacony. This apartment has been stylishly renovated and has wooden floors throughout, modern kitchen with all the necessary white goods, wash room with machine and dryer, air conditioning throughout and central heating.  There is also an office area, stereo and TV.  A small storage room is included.  The apartment sleeps up to 6 as there is a sofa bed and camp bed .  Victoria is very close to the  Archaelogical Museum, shopping Mall and busy high street servicing a range of products.  Victoria Square plays host to a number of very good café bars and restaurants.  The apartment is on a pedestrian road creating a quiet environment for an Athens flat.  There is a famous traditional restaurant in the same s",7,2229246,Athens,Greece,False,False,False,False,False,False,False,True,False,False,False,False,2015-07-18,2016-07-16
11,7380844,Follow the Sun,37.99564594013717,23.7208269811483,"Konitsis, Athina, 104 45, Greece",Attiki,Omonia Stations & Panepistimiou Sations are a 7 minute walk away. You can get around to all parts of the city conveniently through Athen's  public transportation service. Pireaus station is the port which from Omonia is a direct trip there. Taxis are also very affordable and can be picked up in the square that is opposite the house.  We usually walk to wherever we need to go or I ride my skateboard there.  Monastiraki station is only a 15 minute walk from Exarcheia through Aiolou street which is the easiest passage route. The A7 bus from Ippokratous can take you to Ambelokipi station and to all the northern areas such as  Kifissia where there are many places to shop and lovely restaurants for fine dining out of the city. From the airport the metro takes you straight to Syntagma and then from there hop on the red line to Omonia. The house is 8 minute walk from Omonia or Panepistimeou station.,10.00,0.00,2,1.0,1.0,1.0,Private room,1627.0,A sunny place for holidays...,1,38661126,Athina,Greece,True,True,False,True,False,False,False,False,False,False,False,False,2015-07-18,2016-07-16
12,110085,ROCK APARTMENTS - Iliados,37.96122849158485,23.746491134618264,"Iliados, Vyron, Attica 16232, Greece",Ilisia,"The apartment is in a strategic place in Athens  It is 10 minutes walk to the Acropolis and its famous museum,  8 minutes walk to the Sygrou-Fix metro Station and 20 minutes walk to Syntagma square through the pedestrian street connecting the archeological sites and the traditional neighborhood of Plaka.  Numerous buses, trolleys, underground metro and tram at 5-10 minutes walk from the apartment can bring you  to all museums, as well as wherever you want in the greater area of Athens and its coast line.  You can easily park your car near the apartment.  ",59.00,0.00,6,2.0,2.0,1.0,Entire home/apt,2373.0,"BEST VALUE FOR MONEY, BEST (email hidden)e apartment is located in one of the most safe areas in Athens. It is 797 square feet (74 square meters), fully refurbished, with 2 bedrooms (fully furnished -LCD TV, Air Condition/Heating, etc), 1 living room, kitchen (cooking facilities included) and bathroom.  Nearby, you can find grocery stores, bakeries, mini-market and butcher. Greek traditional tavernas are located a couple of minutes away from the apartment. Located near the hottest spots of Athens such as Panathinaikon Stadium (1896, First modern Olympic games hosted there), Zappeion and the National Royal Garden (recentrly renovated), 10 minutes (on foot) from Kolonaki (the most fashionable place in Athens), the Sintagma square (metro/tram stations), 13 minutes from Lycabetus hill, 15 minutes on foot from Plaka/Monastiraki (hundrends of traditional tavernas and shops) and finally 10 minutes from many museums such as the War, Vyzantinon and Cycladic Art Museums. We will be more than hap",5,428235,Vyron,Greece,False,True,False,True,True,False,True,True,False,False,False,False,2015-07-18,2016-07-16
13,110066,ROCK APARTMENTS - Kononos ,37.96473480996145,23.755611869117107,"Kononos, Vyron, Attica 16231, Greece",Ilisia,"there are busses that take you all around the city from this neighborhood. The metro of Evangelismos is a 10 min walk, 1 stop or 20 min walk from Syntagma which is the parlament and the city center. this is the same line that connects you to the airport. What I love about this house that it is really easy to get around either by transportation or by walking.",29.00,0.00,2,1.0,1.0,1.0,Entire home/apt,1711.0,"BEST VALUE FOR MONEY, BEST (email hidden)e apartment is located in one of the most safe areas in Athens. It is 303 square feet (28 square meters), fully refurbished, with 1 bedroom (fully furnished -LCD TV, Air Condition/Heating, etc), kitchen (cooking facilities included) and bathroom.  Nearby, you can find grocery stores, bakeries, mini-market and butcher. Greek traditional tavernas are located a couple of minutes away from the apartment. Located near the hottest spots of Athens such as Panathinaikon Stadium (1896, First modern Olympic games hosted there), Zappeion and the National Royal Garden (recentrly renovated), 15 minutes (on foot) from Kolonaki (the most fashionable place in Athens), the Sintagma square (metro/tram stations), 18 minutes from Lycabetus hill, 20 minutes on foot from Plaka/Monastiraki (hundrends of traditional tavernas and shops) and finally 15 minutes from many museums such as the War, Vyzantinon and Cycladic Art Museums. We will be more than happy to answer all",5,428235,Vyron,Greece,False,True,False,True,True,False,True,False,False,False,False,False,2015-07-17,2016-07-15
14,7218250,"Loft apartment in Gazi, Athens",37.97747685627667,23.70940197071753,"Orfeos, Athens, 118 54, Greece",Gazi,"metro, bus !",90.00,20.00,3,2.0,1.0,1.0,Entire home/apt,1124.0,"Enjoy your stay in this newly-built, luxurious loft in the heart of Athens. Stylishly furnished and equipped with all modern amenities, this spacious loft apartment features two levels connected by a staircase and can accommodate up to 3 people, who can also enjoy the rooftop swimming pool and deck, featuring 360-degree views of Athens. Located at walking distance from Kerameikos metro station and Gazi district featuring a wide array of cafes, restaurants, clubs, theatres, as well as at a 15-minute walk from Thiseio and Monastiraki, it is an ideal choice for visitors wanting to experience Athens' vibrant lifestyle as well as its cultural attractions. A private parking space is also provided for guests. The Gazi district is the new cool place to be in Athens, full of restaurants, cafes, music, and art by the old city gas-works which has been turned into a museum-cultural center, Technopolis, that may be unique in all of Europe. Around the metro at Kerameikos cluster countless eateries, ",3,3623282,Athens,Greece,True,False,False,True,True,False,False,False,False,False,False,False,2015-07-18,2016-07-16
15,932359,25min. walking distance from center,37.962024767822115,23.74348453452805,"Lisimachou, Athens, Attica 116 32, Greece",Koukaki,The apartment is idealy located for travelers as it is 4mins walking distance from the most central metro stations (Omonoia and Panepistimio),19.00,10.00,4,3.0,2.0,1.0,Entire home/apt,2627.0," A noiseless apartment located at Pagkrati, Athens. It is 76 sq.m., having two bedrooms, one living room, one bathroom, one kitchen and a patio. From the front side of the building the apartment is approx. 3 meters from the ground, as in a semi-floor. It can accommodate up to 4 persons. It is fully furnished, with washing,cooking facilities and air conditioning. Also unlimited adsl connection (wi-fi) is available. The apartment is located near several public transport facilities. For example, within one minute from the apartment there is a bus station for trolley bus 4 and blue bus 227; within 5 min. there is a bus station for trolley bus 2 and blue bus 140, etc. Moreover, 10min. away on foot is also the metro station Agios Ioannis (red line). We also note that Syntagma is about 20min. away on foot from the apartment. Finally, a supermarket, a bakery, a grocery store etc. can be found in less that 2 minutes away from apartment. A street market is held every Friday within 5min. from the",7,163481,Athens,Greece,True,False,False,True,False,False,False,True,False,False,False,False,2015-07-18,2016-07-16
16,155271,STYLISH APARTMENT- HEART OF ATHENS,37.98212233407693,23.76032291313735,"Kaisareias, Athens, 11527, Greece",Neapoli,"Getting around is very easy since metro line, connecting all areas of Athens, is just 3 minutes on foot.  Buses and taxis are all minutes walking from the house.",59.00,14.00,4,4.0,1.0,1.0,Entire home/apt,538.0,"Family owned apartment, exclusively used  for holiday rental. Recently refurbished, bright, spacious and stylish right in the center of Athens but at a safe distance from the hustle and bustle of the inner city .Located on the 4th floor with lift. Set back from the road and very quiet. The property is just off one of the most central and elegant avenues of Athens (Vasilissis Sophias). It is within walking distance from the American Embassy, the Athens Concert Hall and Hilton Hotel. The neighborhood is lively and very safe. Plenty of bars, restaurants, cinemas, art galleries, fitness centers, supermarkets. Three metro stops away from the Acropolis and the historic center of Athens.     * Both  the bedroom and the living room have a balcony with sitting space, facing the big  garden of an embassy .The balcony has an awning and is an ideal and quite place for  relaxing  after the end of a tiring day and enjoying  a traditional Greek meal at a surprisingly affordable price, delivered at yo",2,745805,Athens,Greece,True,True,False,True,True,False,True,True,False,False,False,False,2015-07-18,2016-07-16
17,1274275,Neoclassic loft in Plaka !,37.9729448628293,23.734046963972407,"Navarchou Nikodimou, Athens, Attica, Greece",Profitis Daniil,"metro ,to syntagma",70.00,0.00,2,1.0,1.0,1.0,Entire home/apt,22.0," The classic modern loft in the center of Plaka! Best location in Athens, on the ground floor of neoclassic detached house. 80sqm loft at your exclusive use. Comfortable, clean, cool, open plan living-dinning-kitchen space with a secret garden in the heart of historical center. Newly fitted bathroom with shower, TV, high speed wi-fi internet,fireplace. Located in the most central neighborhood of Plaka, just next to Syntagma square, Acropolis Museum, Ancient Agora, Monastiraki, and a step away from hip cafes, bars, greek tavernas and restaurants. Transportation  Syntagma metro station, buses and tram Acropolis metro station Monastiraki metro station ",5,6936205,Athens,Greece,True,False,False,True,False,False,False,False,True,True,False,False,2015-07-17,2016-07-15
18,7291718,Center of Athens (Akropoli),37.97331852407969,23.71167804076352,"Thessalonikis, Athina, 118 54, Greece",Kerameikos,"1.Metro station KERAMEIKOS(blue line ) 8 minutes , 650 metres 2. Train station PETRALONA ( green line ) 9 minutes 750 metres 3. Bike  4. Walk to center 20 minutes  1,6 km",50.00,0.00,2,1.0,1.0,1.0,Entire home/apt,259.0,"A comfortable appartment very close to the center ( monastiraki, thisio , akropoli, kerameiko, plaka) , metro station kerameikos (blue line) and train station petralona (green line) Very close to the Center, two foltable bikes, washing machine, oven , fridge, king size bed, balcony, close to super market, kafe - bar LOLA. You can host a third person without charges We have to bikes which you are allowed to use!!! Close to all facilities, super market, nice cafe close. The house is in  pedestrian street 1.Metro station KERAMEIKOS(blue line ) 8 minutes , 650 metres 2. Train station PETRALONA ( green line ) 9 minutes 750 metres 3. Bike  4. Walk to center 20 minutes  1,6 km Also you can host one third person without extra charges  .You can use all ingredients in the kitchen and also my painting materials to make your own creations ;)",1,38177227,Athina,Greece,False,False,False,True,True,False,True,False,True,False,False,False,2015-07-18,2016-07-16
19,3326903,Newly decorated bright apartment,37.978802451077655,23.76612612244861,"Amfitritis, Zografou, 157 71, Greece",Pedion Areos," The apartment is located very close to the city center and University of Athens. Within three minutes there is a bus station (very frequent bus service), whichΝΕΤ reaches the University of Athens in 15 minutes. The closest Metro Station “Evangelismos” is also fifteen minutes away and from there you can easily transport to almost anywhere in the city. You can also easilyκ find a taxi in front of the house which can transfer you to the city center with a cost of 4-5€ depending on traffic.ζζχγφδσζυσσζζσζζσσςζς",60.00,0.00,3,2.0,2.0,1.0,Entire home/apt,1459.0,"The apartment is on the 4th floor of a building in “Zografou”, a safe and quiet area of Athens. It consists of two rooms and a living room with an open kitchen. One of the rooms is the bedroom with a double bed and big closet and the other room is an",3,16797981,Zografou,Greece,True,True,False,True,True,False,True,True,False,False,False,False,2015-07-17,2016-07-15
20,1272844,Small hostel with garden in Mets,37.96470992352038,23.73929811450139,"Stratigou Ioannou, Athens, Attica 116 36, Greece",Metaxourgeio,"Lots of buses, trolleys, and the metro of course.",35.00,10.00,2,1.0,1.0,1.0,Entire home/apt,269.0,"Mets s the coolest small neighborhood in the center of Athens. Next to the National Garden, the Kallimarmaro Stadium and Zapio, 12 minutes walk from Syndagma Square, 8 min from Plaka and the Acropolis Museum,  just perfect! And the little house is the most cool small hostel in Mets. It is an independent building in the courtyard of a stone house. 25 sqm with a small bathroom, a kitchen corner a double bed and a sofa that can accommodate (in need)a third person . It has central heating, wireless internet a ping-pong table and hammocks in the courtyard.From the windows of the house you see the lemon tree in the yard. The street is quiet and the neighborhood has all you need:  super market, shops, bakery, cafes and bars, taverns and the best pizza n town. If you after all you want to leave this neighborhood, in 3 mnutes walk there are tram, buses and trolley stations. A hidden oasis in the heart  of Athens!",3,2717857,Athens,Greece,True,True,False,True,True,False,False,False,True,True,False,False,2015-07-18,2016-07-16
21,5246919,Acropolis with a glimpse,37.96500607299188,23.73910600605986,"Stratigou Ioannou, Athina, 116 36, Greece",Mets,Very conveniently connected very close to the metro station,35.00,0.00,2,1.0,1.0,1.0,Private room,2135.0,"This studio is situated on a large terrasse,  on top of the a hill behind the ancient stadium at the centre of Athens, near the Zappion park. The room is about 25 m2, with separate kitchen and wc-shower.  Spectacular view over all Athens and specially Acropolis.  15 minutes walking from Syntagma and Acopolis (metroand tram stations), the area is also near bus and trolley stops. ",1,27154620,Athina,Greece,True,True,False,True,False,False,True,False,True,True,False,False,2015-07-18,2016-07-16
22,1050677,New cosy apartment in center,37.960963240293324,23.73673849602243,"Polikleous, Athens, Attica, Greece",Patisia,The apartment is very close to Agios Ioannis metro station.,30.00,0.00,2,1.0,1.0,1.0,Entire home/apt,1907.0,"A cosy apartment in a quiet and frendly neighborhood in the center. It is very close to metro station named "" Agios Ioannis"". It has a big livingroom with a sofa bed and a fully equipped kitchen. It also has a spacious veranda for relaxing hours. My apartment is near Acropolis in a quiet and safe neighborhood. It has the advantage of being near to the center of Athens, just 20 minutes walk from Syntagma and is just 5' from the metro station of Agios Ioannis. It is cozy for one person and ideal for couples.The place is small but sweet and cosy especially for young travellers and couples. It is full accomodated and has many amenities. There is a sofa bed, Tv, fridge, wifi connection, kitchen and all the things that can make your stay pleasent.The nearest metro station of Agios Ioannis is 5' minutes on foot. And there is also access to the bus station which is near the metro susch as the tram station of Neos Kosmos. I am always available to my guests and I like very much to help them have",2,5784140,Athens,Greece,True,True,False,True,True,False,True,False,False,False,False,False,2015-07-18,2016-07-16
23,2423058,Traditional island house in center,37.965159091026905,23.740482972871963,"Dikearchou 48b, Athens, Attica 116 36, Greece",Mets,"- Buses from/to Syntagma: 209  (nearest station Varnava Sq. or Plastira Sq.) - Trolley from/to Syntagma: 2,4,11  (nearest station Varnava Sq., Plastira Sq., or Imittou Street) - Tram from Zappeio to Syntagma: Τ5 - Closest metro station: Agios Ioannis (Line 2, only 4 stops from Syntagma)",20.00,15.00,3,2.0,2.0,1.0,Entire home/apt,1758.0,"""Traditional Greek island"" house in the center of Athens. Close to different types of public transports. All needs are within easy walking distance. Ideal for those who are looking for economical and authentic accommodation. It's a ""traditional Greek island"" house located in Pangrati, in a central & quiet area. Fully furnished with two rooms, a kitchen and a bathroom, all connected by a private courtyard. It includes one double and one single bed (sleeps up to three guests). The kitchen is fully equipped, comfy to cook. - Wireless Internet - Towels and bed sheets are provided Some suggestions to visit in the neighborhood: - Friday street market @ Krisila str.  - Greek restaurant ""Mikri Vouli"" @ Varnava Sq. - Greek restaurant ""Mouries"" @ Varnava Sq. - American Style Restaurant ""Colibri"" @ 9-13 Embedokleous str. - Café-Bar ""Odeon"" @ 19 Markou Mousourou str. - Café ""Superfly"" @ 28 Embedokleous str. - Famous Jazz Club ""HALF NOTE"" @ 17 Trivonianou str. - Buses from/to Syntagma: 209  (neares",2,12384703,Athens,Greece,True,False,False,True,False,False,False,False,True,True,False,False,2015-07-18,2016-07-16
24,6781997,Acropolis Stunning View,37.96366710498505,23.735427125040587,"Anaxandrou, Athens, Greece 116 31, Greece",Agios Loukas,"All the Main attractions are in walkig distance.  There is also a Metro station right downstairs of the flat. There are buses to Southern Athens, Sounio Temple of Poseidon and the beach.",78.00,0.00,4,4.0,2.0,1.0,Entire home/apt,1867.0,"Appartment in Central Athens, 20min walk from Acropolis and Museums, Syntagma/Plaka/Monastiraki 15min. Metro station 1min. Easy access from the Airport and Peraeus Port.  Can Sleep 4.Large balcony with a great view of The Acropolis and The Parthenon. The flat is very well located, 20min from all the main attractions. Safe neighborhood.  The Metro station is 50meters away. Fast WiFi. There are 2 single beds in the bedroom that can become a double if put together and a large sofabed that comfortably sleeps 2.  There are also furniture in the large balcony for Special Dinners with stunning views of The Acropolis. Guests have access to the whole flat and the balcony. We welcome guests on the arrival and give plenty of info about visits in Athens. The neighbourhood is very safe and convenient as its just opposite the Metro Station and very centrally located with everything in walking distance. All the Main attractions are in walkig distance.  There is also a Metro station right downstairs o",2,16842834,Athens,Greece,True,True,False,True,False,False,True,False,True,False,False,False,2015-07-18,2016-07-16
